address,attraction,chance,city,cname,collected,cuuid,day,degree,delivered,endtime,ftype,iname,industry,info,invited,logo,maxsal,minsal,month,overdue,refresh,reslan,scale,url
广东省深圳市福田区八卦岭八卦二路平安大厦,和顶尖数据科学家一起工作,可转正,深圳,平安科技,0,com_vy8wkyas0goy,4,硕士,0,2018-05-30,1,数据挖掘工程师,"计算机/互联网,金融","<p><span></span></p><p><span style=""font-size:14px;"">和肖京博士一起工作，肖京博士</span><span style=""font-size:14px;"">毕业于美国卡内基梅隆大学，计算机博士</span></p><p><span style=""font-size:14px;"">世界顶尖的算法科学家之一，国家千人计划引进专家之一，曾服务于微软等多家国际知名公司。</span></p><span style=""font-size:14px;""></span><br><p><span style=""font-size:14px;"">主要任务：机器学习算法研究、既有算法的维护和优化、开发新的算法。</span></p><p><br></p><p><span style=""font-size:14px;"">任职要求：期望具有一定的数据分析经验，熟悉PYTHON或Java等编程成工具之一</span></p>",0,https://sxsimg.xiaoyuanzhao.com/99/B7/9934093BA0C3A665415E2CDAAAC7D5B7.jpeg,300,200,6,0,2018-05-16 11:00:16,中文,2000人以上,https://www.shixiseng.com/intern/inn_dx3yksh7i3v9
浦东新区张东路1388号19栋,500强大平台，有留用机会,可转正,上海,汇通租赁,0,com_fhdewvlk8wuy,4,本科,0,2018-08-31,1,数据分析实习生,金融,"<strong>该职位接受暑期实习&长期实习。</strong><br><br><p><span><span style=""background-color:#ffffff;""><strong>接受寒假实习&amp;长期实习</strong></span></span></p><p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;""><br></span></p><p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">【岗位职责】</span></p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">1、数据提取和数据清洗：根据业务需要从数据库中提取数据，过滤异常数据，整理数据等；</span><br><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">2、充分理解各业务线的业务，基于业务场景进行专题分析，为业务决策和产品方案提供数据支持；</span><br><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">3、应用统计建模、数据挖掘、机器学习方法建立数据模型解决实际问题。</span><p><br></p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">【任职资格】</span><br><p>1、本科及以上学历，有一定数据挖掘经验者优先；</p><p>2、熟悉基本统计学知识，熟悉常用数据分析挖掘方法；</p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">3、熟悉sql语句，熟练使用R语言或python中的一种；</span><br><p>4、耐心细致，思维敏锐，责任心强；</p><p>5、具有很强的数据分析和逻辑推理能力，对海量数据挖掘和机器学习有兴趣；<span></span></p><p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">6、每周实习至少4天，至少实习3个月。</span></p><p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;""><span style=""font-size:16px;line-height:24px;background-color:#ffffff;""><br></span></span></p><p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">实习待遇：工资2200—3000元/月，提供早午工作餐。</span></p><p><span style=""font-size:16px;line-height:24px;background-color:#ffffff;""><span style=""font-size:16px;line-height:24px;background-color:#ffffff;"">工作地点：上海市浦东新区张东路1388号19幢</span><br></span></p><p>工作时间：周一至周五 9:00-17:30 周六周日双休</p><div><br></div><br>",0,https://sxsimg.xiaoyuanzhao.com/07/DF/078C74C69CDDC635332916401FA6B1DF.png,130,110,3,0,2018-05-16 10:51:19,中文,2000人以上,https://www.shixiseng.com/intern/inn_mnvh2cw0k0ed
广州市天河北路906号高科大厦A座7楼（华师地铁站附近）,基于大数据/BI的数据分析数据挖掘等,可转正,广州,精点数据,0,com_1yz1hpexkbyc,4,本科,0,2018-07-31,1,大数据分析/挖掘实习生,互联网,<p>基于大数据/BI的数据分析数据挖掘相关工作</p><p><br>职位要求：&nbsp;<br>1.本科及以上计算机、电子通讯、数学、统计等相关专业；<br>2.以大三、大四、研一、研二学生为佳，实习3个月以上，每周至少3-4个全天；<br>3.志愿向大数据、BI领域方向发展；<br>4.对数据分析、数据挖掘、多维分析、智能推荐等方面有兴趣；<br>5.对新技术、新应用有钻研精神。</p>,0,https://sxsimg.xiaoyuanzhao.com/22/B2/22CC264BEAF2CE98C4882C22D9492DB2.png,200,100,3,0,2018-05-16 10:33:44,中文,150-500人,https://www.shixiseng.com/intern/inn_1monbejdh4hj
北京海淀区 中关村软件园二期 未名视通研发楼,前阿里高级数据分析专家导师，有转正机会,可转正,北京,滴滴出行,0,com_btxi6ynd6v1d,5,硕士,0,2018-06-07,1,数据分析实习生,互联网,<p><p><p><p>任职要求：</p><p>1、为人严谨、踏实、细心，有良好的沟通和协作能力；</p>2、有较强的逻辑分析能力、以及对数据的敏锐洞察力；<br>3、能够熟练使用SQL、R或Python进行数据分析；</p><p>4、一周5天全勤，至少实习3个月或以上，且为19届、20届硕士毕业生。</p><p>5、如擅长Tableau则有加分。</p><p><br></p><p>工作内容：</p><p>1、根据明确的数据分析需求，使用SQL等语言进行数据挖掘工作。</p><p>2、在数据挖掘的基础上，根据业务部门需求进行数据分析，并产出分析报告。</p></p></p>,0,https://sxsimg.xiaoyuanzhao.com/3C/D1/3C0BD69C2DC0C5222A061635FDC55BD1.jpg,200,150,4,0,2018-05-16 10:32:59,中文,500-2000人,https://www.shixiseng.com/intern/inn_cayy9xwcyi8r
北京市海淀区小营西路33号金山软件大厦,免费三餐、免费班车、免费健身、下午茶、学习空间大,面议,北京,金山软件,0,com_x1ntdqv56qdc,4,本科,0,2018-07-26,1,技术支持实习生,计算机/互联网,"<br><span style=""font-size:14px;"">岗位职责</span><br><span style=""font-size:14px;"">1）负责项目的技术支持，包括现场支持、客户交流、产品介绍、培训等；</span><br><span style=""font-size:14px;"">2）负责项目的产品实施、维护、调优、测试工作；</span><br><span style=""font-size:14px;"">3）能够承担短期出差任务，并提供现场支持；</span><br><br><span style=""font-size:14px;"">职位要求</span><br><span style=""font-size:14px;"">1）大学本科以上学历，计算机相关专业；</span><br><span style=""font-size:14px;"">2）了解目前市场主流开发语言，例如：Java、.net、JS等；</span><br><span style=""font-size:14px;"">3）具有较强的沟通和表达能力、耐心、热情，能够承受一定的工作压力；</span><br><span style=""font-size:14px;"">4）喜欢钻研，具有较强的学习能力；</span><br><span style=""font-size:14px;"">5）具有C/C++/JAVA/.NET/PB/DELPHI等高级语言开发经验者优先；</span><br><span style=""font-size:14px;"">6）必须满足至少可持续工作6个月以上，18届毕业生优先。</span><br>",0,https://sxsimg.xiaoyuanzhao.com/37/13/3792E72542CDB92E2A951ECC61A34613.jpg,120,100,4,0,2018-05-16 10:17:10,中文,500-2000人,https://www.shixiseng.com/intern/inn_d0crqkvilvqk
成都市天府四街长虹科技大厦A座12,前沿技术；学习型团队；技能培训；优越的办公环境,可转正,成都,瑞数信息,0,com_0b6pnqchuvch,3,本科,0,2018-05-23,1,安全研究实习生,计算机/互联网,"<p><span><span style=""line-height:24px;background-color:#ffffff;"">职位描述：</span></span></p><p><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 基于产品的安全相关日志等大数据中分析和发掘自动化攻击事件；</span></p><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 负责安全产品的分析模型设计和优化等；</span><br><br><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">职位要求：</span><br><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 本科及以上学历，数学/物理/计算机相关专业</span><br><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 至少熟悉以下语言中的两种：Python、Java、Scala, C/C++</span><br><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 熟悉常用的算法和数据结构，熟悉机器学习和数据挖掘常用算法，包括线性回归、逻辑回归、随机森林、支持向量机等，并且参与过比较完整的数据采集、整理、分析和建模工作</span><br><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 有良好的数学分析能力和学习能力，接受新事物能力强，能与同事高效沟通</span><br><p><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 有常见网络攻击如CC、DDos、撞库等相关分析经验优先</span></p><p><span style=""color:#666666;line-height:24px;background-color:#ffffff;""><span style=""color:#666666;line-height:24px;background-color:#ffffff;"">- 实习期2个月以上， 一周至少出勤3天</span><br></span></p><p><br></p>",0,https://sxsimg.xiaoyuanzhao.com/0F/47/0F554C4F8551D2B810F95D312081D647.png,150,140,5,0,2018-05-16 10:04:48,中文,50-150人,https://www.shixiseng.com/intern/inn_divsnsvrrnhi
上海,发展空间大,可转正,上海,华院数据,0,com_qebqujwjzwqb,5,硕士,0,2018-05-21,1,自然语言处理\数据挖掘工,其他,"<span style=""color:#333333;background-color:#ffffff;"">工作职责：</span><br><span style=""color:#777777;background-color:#ffffff;""><br>1. 以Java为基础修改与优化中文分词引擎以及相关模型参数<br><br>2. 深化各产业场景的分词参数<br><br>3. 开发api接口以便外部系统集成<br><br>4.&nbsp;基于自然语言与开发智能问答系统<br><br>5.&nbsp;建立各产业场景之知识图谱<br><br><br>职位要求：<br><br>1. 计算机软件或相关专业硕士或博士以上学历；<br><br>2.&nbsp;了解自然语言及算法开发；<br><br>3. 对英文技术文献具有基础阅读和理解能力<br><br>4. 思路清晰，逻辑能力强，良好的敬业精神与团队精神，，乐于学习以及热爱技术研发。</span>",0,https://sxsimg.xiaoyuanzhao.com/A6/2F/A6E5AC0CBBFF93E3E8A2F078A306422F.jpg,300,150,6,0,2018-05-16 09:58:51,中文 英文,2000人以上,https://www.shixiseng.com/intern/inn_nib41hzexd1j
上海,福利好，发展空间大,面议,上海,华院数据,0,com_qebqujwjzwqb,5,硕士,0,2018-05-21,1,计算机研究员,其他,<p>工作职责：</p><p>1. 研究、设计和验证基于大数据的数据挖掘解决方案<br>2. 结合实际业务问题，运用数据挖掘，机器学习领域等技术，给出解决方案<br>3. 基于运营数据，设备状态信息等，挖掘数据价值<br><br></p><p>任职要求​：<br></p><p>1. 电子及计算机类专业背景，博士/硕士以上学历<br>2. 熟悉大数据存储技术，数据库读写等<br>3. 熟悉分布式计算相关技术，有大数据处理经验<br>​<br></p>,0,https://sxsimg.xiaoyuanzhao.com/A6/2F/A6E5AC0CBBFF93E3E8A2F078A306422F.jpg,200,150,6,0,2018-05-16 09:57:52,中文,2000人以上,https://www.shixiseng.com/intern/inn_wee2wpagrgzl
北京市海淀区知春路63号中国卫星通信大厦B座23层,绝佳实习岗、技术大牛、高精尖团队、领导帅-可转正,可转正,北京,天眼查,0,com_xgwwjl2dc8uw,4,硕士,0,2018-09-30,1,算法实习生（数据挖掘方向）,计算机/互联网,职位描述：<div><p><span>友情提示：我想让你更了解我（天眼查）是谁，投递简历之前请先下载【天眼查】app或者浏览网页端进行体验。</span></p><p><span>--------------------我是分割线------------------------</span></p><p><br></p><p><span>我们需要你</span></p><ol><li><p>负责海量企业数据的知识抽取与挖掘；</p></li><li><p>其他与业务相关的算法设计与实现。</p></li></ol><p><br></p><p><span>我们希望你</span></p><ol><li><p>计算机等相关专业硕士及以上学位；</p></li><li><p>拥有以下任何方面的经验：机器学习、数据挖掘、自然语言处理；</p></li><li><p>拥有使用以下一种或多种语言编程的经验：Python/Java/C++/C；</p></li><li><p>每周保证至少4天工作时长。</p></li></ol><p><br></p><p>【加分项】</p><ol><li><p>拥有解决机器学习方面的现实问题的经验</p></li><li><p>熟悉常用机器学习算法</p></li><li><p>了解Tensorflow/Caffe</p></li></ol><p><br></p><p><span>看黑板啊！！！童鞋！！</span></p><p>能够真正的接触到产品，你的算法很可能被万千用户使用</p><p>能够真正的锻炼算法能力，而不是像在大公司只能当一个螺丝钉</p><p>组内每周有学习会，大家一起学习讨论机器学习基础/前沿知识</p><p><br></p><p><span>不可错过的福利待遇</span></p><p>1、国家高新科技企业，在司工作满一年后可申请《北京市工作居住证》；</p><p>2、国家高新科技企业，可为硕士以上学历留学生解决北京市户口；</p><p>3、全年13+N薪，完善的五险一金；</p><p>4、一年两次涨薪机会；</p><p>5、大小周休息制（薪资补偿）；</p><p>6、加班福利：提供多种口味免费晚餐，并享有额外饭补，9点以后打车全额报销，保障你的安全；</p><p>7、高标准的年度体检福利；</p><p>8、5A级别办公区，地铁出站口即是；</p><p>9、行业内领先的技术团队，千万量级用户产品，给你更优质的发展平台；</p><p>10、高速发展、积极简单型公司，给每一位肯努力的小伙伴，无限的成长空间；</p><p>11、不定期团建活动，加入我们，让你不再孤单！</p></div>,0,https://sxsimg.xiaoyuanzhao.com/37/F8/3753A483BED8D94592C969EB44569BF8.png,400,200,8,0,2018-05-16 09:47:52,中文,15-50人,https://www.shixiseng.com/intern/inn_2vfnprrtyklt
深圳市南山区西丽桃源街道学苑大道1068号中科院深圳先进技术研究院二期办公楼4楼,宿舍、餐补、培训多，每月员工活动欢乐多,面议,深圳,北斗院,0,com_fxr9xv2ivdjq,5,硕士,0,2018-11-30,1,数据挖掘实习生,互联网,"<p><span style=""color:#000000;font-size:14px;"">内容：</span><span style=""font-size:14px;"">分析和建立业务主题，对大规模数据进行整理，建立挖掘模型 </span><span style=""color:#000000;font-size:14px;"">；</span><span style=""color:#000000;""></span></p><p><span style=""color:#000000;font-size:14px;"">要求：</span></p><p><span style=""color:#000000;""></span><span style=""color:#000000;""><span style=""font-size:14px;"">1. 本科以上学历，具有良好的数学基础 </span><br></span></p><p><span style=""color:#000000;""><span style=""font-size:14px;"">2. 掌握数理统计，数据挖掘等方面的模型和算法，对数据结构和算法设计有较为深刻的理解 </span><br></span></p><p><span style=""color:#000000;""><span style=""font-size:14px;""> 3. 熟悉Hadoop、spark、Mahout、R等大数据相关技术者优先；&nbsp; </span><br></span></p><p><span style=""color:#000000;font-size:14px;"">4. 具备自然语言处理，分词、文本挖掘经验者优先 &nbsp;/</span></p><p><span style=""color:#000000;""><span style=""font-size:14px;"">5. 熟悉 R/SPSS/SAS/python一种或多种统计分析工具及脚本语言 &nbsp; </span><br></span></p><p><br><span style=""color:#000000;""></span></p><p><span style=""color:#000000;""><br></span></p>",0,https://sxsimg.xiaoyuanzhao.com/2C/E9/2CBD1D0433DB49CEDEDDAA044BA9B3E9.png,100,99,3,0,2018-05-16 09:32:30,中文,50-150人,https://www.shixiseng.com/intern/inn_pmjgeec2jxij
徐家汇,中国最大餐饮上市公司的数据分析团队,可转正,上海,百胜中国,0,com_eat7w48qdsgd,4,本科,0,2018-05-31,1,数据分析实习生,餐饮,"<p><span style=""font-size:14px;"">公司简介：</span><span></span></p><p><span style=""font-size:14px;"">百胜中国是中国最大的餐饮上市公司（纽交所交易代号：YUMC</span><span style=""font-size:14px;"">），旗下包括肯德基、必胜客、必胜宅急送、小肥羊、东方既白等品牌。百胜在中国有着</span><span style=""font-size:14px;"">7000</span><span style=""font-size:14px;"">多家门店，如何通过数据分析改善他们的经营，这是一个有着巨大挑战的机会，数据分析可以从中发挥巨大的作用。百胜的数据分析团队是百胜中国在互联网时代所新开辟的团队，其职责是通过数据分析改善集团的管理经营，发挥数据价值，增强集团竞争力。数据分析部门目前的所有成员均为美国、欧洲海归，有着多年国内外数据分析工作经验。实习生在实习的过程中，将有机会零距离和百胜的各个部门的精英同事接触和合作，共同将数据转化为推动公司前进的力量，并将有机会直接和公司的高层</span><span style=""font-size:14px;"">(VP</span><span style=""font-size:14px;"">，</span><span style=""font-size:14px;"">CIO</span><span style=""font-size:14px;"">甚至</span><span style=""font-size:14px;"">CEO</span><span style=""font-size:14px;"">）互动的机会。</span></p><p><br></p><p><span></span></p><p><span style=""font-size:14px;""><strong>岗位职能：</strong></span><span></span></p><li><span style=""font-size:14px;"">Determine,
     implement, and evaluate business metrics to meet ongoing organizational or
     customer information needs.</span></li><li><span style=""font-size:14px;"">Analyze and
     report on complex data to meet customer needs.</span></li><li><span style=""font-size:14px;"">Research
     customer database to come up with precise marketing targets. Support
     various marketing campaigns from end-to-end, from campaign design, population
     selection, campaign execution monitoring and post-campaign analysis.</span></li><li><span style=""font-size:14px;"">Communicate
     complex data in comprehensible ways.</span></li><li><span style=""font-size:14px;"">Identify user
     needs from user requests and develop strategies by which to meet those
     needs.</span></li><li><span style=""font-size:14px;"">Critically
     evaluate information from multiple sources and clearly indicate quality of
     final analysis.</span></li><p><span><strong><br></strong></span></p><p><span style=""font-size:14px;""><strong>专业要求</strong></span><span style=""font-size:14px;""><strong>:</strong></span></p><li><span style=""font-size:14px;""><span style=""font-size:14px;"">985/211 schools&nbsp;</span>required.<br></span></li><li><span style=""font-size:14px;"">Graduate or
     undergraduate students majoring in&nbsp;Computer Science, Statistics,
     Econometrics, Mathematics or related fields.</span></li><p><span><strong><br></strong></span></p><p><span style=""font-size:14px;""><strong>岗位要求：</strong></span><span></span></p><li><span style=""font-size:14px;"">The intern
     duration must be&nbsp;at least 6 months long. Applicants must be able to work at&nbsp;least&nbsp;4 days a week. 5 days preferred</span></li><li><span style=""font-size:14px;"">Familiarity
     with&nbsp;relational databases and SQL. Comfort manipulating and
     analyzing&nbsp;complex, high-volume, high-dimensionality data&nbsp;from
     varying sources. Experience working with&nbsp;distributed computing tools&nbsp;a
     plus (Map/Reduce, Hadoop, Hive, etc.)</span></li><li><span style=""font-size:14px;"">A strong
     passion for empirical research and for answering hard questions with data.
     Familiar with at least one analysis tool such as&nbsp;R, Python.</span></li><li><span style=""font-size:14px;"">Fast learner,
     able to come up to speed quickly.“</span><span style=""font-size:14px;"">Can do</span><span style=""font-size:14px;"">”</span><span style=""font-size:14px;"">attitude
     with bias for action; can think through subsequent steps/tasks without
     constant oversight</span></li><li><span style=""font-size:14px;"">Fluency
     in&nbsp;English in reading and writing is a plus.</span></li>",0,https://sxsimg.xiaoyuanzhao.com/BC/28/BC9E52C4D3CF4C7266746E2156A1B028.png,200,199,6,0,2018-05-16 09:09:26,中文,2000人以上,https://www.shixiseng.com/intern/inn_xzmmswuxpuho
青岛市北区,工作时间：朝九晚五 周末双休福利待遇：实习后五险一金公司投，年底13~18薪，若可接受出差，出差补助2500—4000，管住。,面议,青岛,青岛莱信,0,com_0bmqwv5q6kwt,5,大专,0,2018-06-01,1,大数据分析师实习生,计算机/互联网,<span>岗位职责：<br>1、数据后期处理归类，分析其数据价值<br>2、按照项目管理流程，参与研发部门的总体设计评审；<br>3、进行详细设计、代码开发，配合测试，高质量完成项目；<br>4、参与技术难题攻关、组织技术积累等工作。<br>合作单位主要是银行、国家电网、医院、学校、物流、国企、私企或大型的科技公司等<br>任职要求1、大专学历及以上，年龄20周岁到30岁，有无工作经验均可</span>,0,https://sxsimg.xiaoyuanzhao.com/AB/50/AB5D542A45C73AF8E10B7FB6424A3F50.jpg,200,150,4,0,2018-05-16 00:32:56,中文,15-50人,https://www.shixiseng.com/intern/inn_o5ojidacjgtd
天河区石牌桥（广州市天河南2路24号广州银行二楼）,实习工作地点交通便利、可开实习证明,面议,广州,广州银行信用卡中心,0,com_fyotjmv6ovd5,3,硕士,0,2018-05-29,1,BI开发实习生,银行,<div>【工作职责】</div><div>1、协助完成BI业务数据报表开发工作；<br>2、协助数据分析师进行取数工作。</div><p><br></p><p>【任职资格】</p><p>1、全日制硕士在读（计算机、统计相关专业优先），每周可至少实习3天，可连续实习3个月及以上；</p><p>2、具有较强的数据分析和逻辑思维能力，勤奋踏实；</p><p>3、擅长使用数据分析软件。</p><p><br></p><p>【我们可以带给你的收获】</p><p>1、师傅1对1辅导，让你在一个月内与同龄人的水平拉开距离；</p><p>2、实习津贴80元/天。</p>,0,https://sxsimg.xiaoyuanzhao.com/6C/9C/6CB2E7EC5B30AFEA56F73924C9844E9C.jpg,80,79,3,0,2018-05-15 21:15:41,中文,500-1000人,https://www.shixiseng.com/intern/inn_rxv9eoknafhv
宁波市鄞州前河南路88号新洲银座603室,五险一金；股权激励；扁平管理；领导nice,面议,宁波,萌牙,0,com_qqdvgdhqujh3,5,本科,0,2018-05-28,1,数据分析师/数据实习生,计算机/互联网,"一、岗位职责：<br>1、负责业务数据收集整理，利用excel、sqlserver、spss或sas等数据分析工具，完成对多种数据源的深度诊断性组合分析，建立分析模型 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<br>2、对各类需求数据进行挖掘、统计建模分析，并提交有效的分析报告，为公司市场运营、内部产品研发等部门的决策工作提供数据支持； &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>3、做好竞争对手数据的采集、统计、评估与分析，并编制报表 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>4、分析客户人群的购买习惯，并通过购买习惯做出相关数据分析<br><br>二、岗位要求：<br>1、本科及以上学历，985、211高校优先，数学、统计学、计算机等相关专业优先，有数据分析从业经验优先<br>2、具有很强的逻辑和数字分析能力，包括数据建模的能力，有网站数据分析经验优先；<br>3、熟练使用SQL/Database, SPSS，Excel VBA等；至少掌握一门编程语言；<br>4、热爱并有志于从事数据挖掘和分析工作；<br><br>萌牙的价值观：不断学习、艰苦奋斗、团队合作。我们要求每位员工每月都要看2本以上图书，我们员工的工资和学习成果相关。你的待遇和你的成长速度成正比。<br>面试地点：宁波鄞州前河南路88号新洲银座603室<br>面试要求：携带个人简历<br>公交路线：&nbsp;<br>102路、115路、118路、177路东环线、177路西环线、196路、206夜间线、366路到市泌尿肾病医院下车向南过十字路口后向南100米（农业银行处）<br>101路、107路、108路、109路、153路、159路、363路、368路、627路、660路、692路、902路到鄞州二院下车穿过鄞州商会向东20米（篮球场东侧）<br>",0,https://sxsimg.xiaoyuanzhao.com/00/7A/0090D5AC76FF6ECF0D1A029944E4C87A.png,180,120,5,0,2018-05-15 20:12:17,中文,50-150人,https://www.shixiseng.com/intern/inn_cbth6d1rqure
