ad_type,city,cname,day,deliver,ftype,invite,maxsal,minsal,name,refresh,type,url,uuid
f,广州,时代大数据,5,False,1,False,180,120,数据分析/挖掘工程师,05-10,intern,https://sxsimg.xiaoyuanzhao.com/A5/71/A56C191F25AE6586FC21903FDC601571.png,inn_um2kbydruxjm
f,上海,逻卜科技,4,False,1,False,200,150,法律金融数据挖掘工程师（实习）,05-10,intern,https://sxsimg.xiaoyuanzhao.com/E2/5E/E2FC3D89DFF5F01D9F7D4D4E94E3E05E.jpg,inn_hzm6tarovd2w
f,上海,逻卜科技,4,False,1,False,200,150,法律金融 爬虫工程师实习,05-10,intern,https://sxsimg.xiaoyuanzhao.com/E2/5E/E2FC3D89DFF5F01D9F7D4D4E94E3E05E.jpg,inn_3zz2fyg9pwpb
f,北京,百度,4,False,1,False,200,150,数据研发分析工程师,05-09,intern,https://sxsimg.xiaoyuanzhao.com/D6/AA/D6B364EB408649F1DA7A5C6BBFE47DAA.jpg,inn_iquzx4346dsb
f,深圳,LimeBike,4,False,1,False,298,200,数据挖掘实习生,05-09,intern,https://sxsimg.xiaoyuanzhao.com/7F/6D/7FEEC116B2DE153A486BE95DD6D80A6D.png,inn_korfp4m0uavs
f,广州,虎牙信息,3,False,1,False,280,180,（2019届实习生）商业分析实习生,05-09,intern,https://sxsimg.xiaoyuanzhao.com/56/84/56730541EB86A01518282E6AACB59784.png,inn_yupspxc8xiqc
f,武汉,尚德机构,5,False,1,False,200,120,BI数据工程师,05-09,intern,https://sxsimg.xiaoyuanzhao.com/A2/30/A2BA5657D156DC06FCD35E7E47810230.png,inn_wo92uzn46qsz
f,广州,虎牙信息,3,False,1,False,280,180,（2019届实习生）数据挖掘工程师实习生,05-09,intern,https://sxsimg.xiaoyuanzhao.com/56/84/56730541EB86A01518282E6AACB59784.png,inn_akvterhiztzt
f,广州,留海科技,4,False,1,False,120,100,数据分析实习生,05-09,intern,https://sxsimg.xiaoyuanzhao.com/D0/9E/D0848DCCCEFF273F1C09D531630F8F9E.png,inn_udnbqiuyvahh
f,北京,博慧医数,5,False,1,False,194,100,数据分析师,05-09,intern,https://sxsimg.xiaoyuanzhao.com/C5/E3/C5A6EECA43A2260934C0DE6CBDAF27E3.jpg,inn_bi26d8n2qzer
f,成都,清华四川能源互联网研究院,3,False,1,False,150,100,数据挖掘实习生（能源传感研究所）,05-09,intern,https://sxsimg.xiaoyuanzhao.com/E7/F7/E7F356E4041A136D288E70D7DA4BECF7.jpg,inn_yxigrtjxivzm
f,杭州,斯凯网络,5,False,1,False,149,100,数据开发工程师,05-09,intern,https://sxsimg.xiaoyuanzhao.com/A1/73/A1C9CB8972CA0A0E9117285E2C0E9B73.png,inn_dozvpn3t99xw
f,北京,澳汰尔,4,False,1,False,150,100,仿真平台实施实习生,05-09,intern,https://sxsimg.xiaoyuanzhao.com/A1/2F/A11A1E0A75FD7064C8BD5DCC61747A2F.jpg,inn_ku8kkk3pchth
f,北京,北斗导航,5,False,1,False,150,125,地图制图实习生,05-09,intern,https://sxsimg.xiaoyuanzhao.com/74/4D/749A18195B0FEDAFB2EAE60A852BFF4D.jpg,inn_ginduh6hb4u5
f,广州,凡科,5,False,1,False,363,272,需求工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/55/1B/55CF6183284AC360F172DE487478EC1B.jpg,inn_vwrtt8c0mb5s
f,上海,汉堡王,3,False,1,False,120,100,开发部实习生,05-08,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-17/BFeG1XVNMi4ZU7Y.png,inn_ldrexiyxnhni
f,北京,百融金服,5,False,1,False,200,150,数据分析师实习生,05-08,intern,https://sxsimg.xiaoyuanzhao.com/D6/13/D61E2DA7967E89AE41A5B85229665413.png,inn_3sssizadnici
f,武汉,云峰核信,5,False,1,False,200,150,实施工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/33/77/332D8C1B5BF64186170CEB7119EECD77.png,inn_79arh7qmcfjl
f,上海,中估联数据,3,False,1,False,150,100,数据可视化助理（BI）,05-08,intern,https://sxsimg.xiaoyuanzhao.com/2D/4E/2DFB6560ABBF174585B018914056F44E.png,inn_jrq3jc6n8fg2
f,北京,第四范式,5,False,1,False,430,400,电网建模工程师实习生,05-08,intern,https://sxsimg.xiaoyuanzhao.com/FB/CB/FB5C0AF5E2EFA5AEBC17F3E50DC92FCB.png,inn_ikr8hljvlq9c
f,"北京,武汉",尚德机构,5,False,1,False,300,150,机器学习/数据挖掘研发工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/BE/1C/BE84CC5CCF3AC65F1890F102E51D261C.png,inn_r8hycsaehlkq
f,深圳,数字生命研究院,5,False,0,False,150,100,数据工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/AF/3D/AF7B8DC6521C12A89A9822CEC410E03D.png,inn_niud6qc4bgcr
f,上海,职业蛙,3,False,0,False,125,100,实习生（数据分析方向）,05-08,intern,https://sxsimg.xiaoyuanzhao.com/E8/60/E81162B184F84648C589FE6DDA365D60.png,inn_flq8itmopvfk
f,广州,锐旗人力,5,False,1,False,120,100,实施工程师（项目管理方向）,05-08,intern,https://sxsimg.xiaoyuanzhao.com/54/62/54BC609A0ADF1AE7EFBD2089E8C75A62.png,inn_rvmxx2moaiag
f,北京,人人贷,3,False,1,False,150,100,数据开发实习生,05-07,intern,https://sxsimg.xiaoyuanzhao.com/1D/84/1DF95937E71E1B95135AC0204CEC5884.png,inn_sfqp6mejf801
f,上海,古道电商,5,False,1,False,150,130,数据分析师,05-07,intern,https://sxsimg.xiaoyuanzhao.com/F2/1E/F2C83B5081BEA368127DE7187354191E.png,inn_3ggu8c4asqj5
f,北京,奇虎360,5,False,1,False,150,100,数据分析实习生,05-07,intern,https://sxsimg.xiaoyuanzhao.com/81/A4/817CC2E74038599A4D0888FF1400C2A4.jpg,inn_qqsznbl42tcj
f,北京,新美互通,3,False,1,False,200,150,数据实习生,05-07,intern,https://sxsimg.xiaoyuanzhao.com/64/28/643CC7B4232B002C69A581AB4B386728.jpg,inn_icxn992073zc
f,上海,诺亚财富,4,False,1,False,150,100,数据管理实习生（偏IT编程）,05-07,intern,https://sxsimg.xiaoyuanzhao.com/38/AB/38CAD9128973CF172C3B038D4C9ADCAB.jpg,inn_ehopcqzhu5vv
f,深圳,佰聆数据,5,False,1,False,115,100,助理数据分析师（深圳）,05-07,intern,https://sxsimg.xiaoyuanzhao.com/2F/9A/2F3473D10E91E56FB9B6F2EB5EDAE19A.png,inn_hfu4pbtfklpr
f,北京,搜狗,4,False,1,False,250,200,搜索广告算法研究,05-07,intern,https://sxsimg.xiaoyuanzhao.com/D7/45/D7954CF0239BF134BFB386E39ED79B45.png,inn_jbenakpzc2l1
f,上海,英臻科技,5,False,1,False,200,150,数据分析实习生,05-07,intern,https://sxsimg.xiaoyuanzhao.com/0F/1E/0F135D3827854B8B73C3E1D302C7281E.png,inn_cozoes4qabcm
f,北京,纳恩博,5,False,0,False,180,120,数据分析师（实习生）,05-07,intern,https://sxsimg.xiaoyuanzhao.com/18/30/1822C7C69B6C20D2C4469101A0B22330.png,inn_psyrphatahoj
f,广州,腾浩电子,5,False,1,False,120,80,数据分析员实习生,05-07,intern,https://sxsimg.xiaoyuanzhao.com/16/93/160A0AF1DDC7C963527B460DF8ECAC93.png,inn_l5huwqhup7eb
f,杭州,网易游戏,4,False,1,False,200,150,数据挖掘研究实习生（杭州）,05-07,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-22/mWSIgB9Di2Ofe6A.jpg,inn_nyidrnog7ulq
f,上海,中原银行,5,False,1,False,120,100,数据分析师,05-05,intern,https://sxsimg.xiaoyuanzhao.com/D3/E5/D3681B31F09E89E985E109884F4EE2E5.jpg,inn_b1pwpqiwjcg6
f,上海,资证魔方,3,False,1,False,151,150,资产证券化量化业务实习生,05-04,intern,https://sxsimg.xiaoyuanzhao.com/1D/E9/1DB4709F97BB68658A7DB9E3ABF94DE9.png,inn_mrx76tz4uym4
f,上海,上海数策,3,False,1,False,150,140,文本建模助理,05-04,intern,https://sxsimg.xiaoyuanzhao.com/43/27/430A7039C6CEA3F0C3A1D6560F6BD027.png,inn_ghppsuc83q85
f,上海,资证魔方,3,False,1,False,151,150,资产证券化量化业务实习生,05-04,intern,https://sxsimg.xiaoyuanzhao.com/1D/E9/1DB4709F97BB68658A7DB9E3ABF94DE9.png,inn_uflu9e9eey8f
f,北京,今日头条,4,False,1,False,300,200,反作弊数据挖掘实习生,05-03,intern,https://sxsimg.xiaoyuanzhao.com/10/66/10ADF1D25A48FB1F5F51F193D888FD66.png,inn_pinfu9nhyu8u
f,北京,今日头条,4,False,1,False,300,200,反作弊数据挖掘实习生,05-03,intern,https://sxsimg.xiaoyuanzhao.com/10/66/10ADF1D25A48FB1F5F51F193D888FD66.png,inn_67liypaakykc
f,北京,今日头条,4,False,1,False,300,200,反作弊数据挖掘实习生,05-03,intern,https://sxsimg.xiaoyuanzhao.com/10/66/10ADF1D25A48FB1F5F51F193D888FD66.png,inn_vsgecqwepzbv
f,上海,前海征信,4,False,1,False,200,150,自然语言处理(NLP)实习生,05-03,intern,https://sxsimg.xiaoyuanzhao.com/EB/C9/EB39A9D547DDDCF2D11CBD4B411941C9.png,inn_pl5df5rlb9g3
f,上海,极熵数据,3,False,1,False,300,200,数据挖掘工程师实习生,05-03,intern,https://sxsimg.xiaoyuanzhao.com/75/1B/75272C700493FE14C326DE7B868AF11B.png,inn_h3uwrpuakyc8
f,北京,八爪鱼,5,False,1,False,150,100,数据整理实习生,05-03,intern,https://sxsimg.xiaoyuanzhao.com/BF/4A/BFBA367F82C88476AE116C11707DC94A.png,inn_rsn4qanyvt7h
f,北京,奇虎360,4,False,1,False,150,100,数据挖掘/机器学习实习生（校招）,05-02,intern,https://sxsimg.xiaoyuanzhao.com/26/1C/26E852051943C98DEBB48439BDE2091C.jpg,inn_tbaratlay1sz
f,北京,闪银奇异,5,False,1,False,500,250,数据挖掘工程师,05-02,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_f4y7kq63rmuz
f,北京,百度,5,False,1,False,200,150,金融风控-数据分析/挖掘（实习）工程师,04-28,intern,https://sxsimg.xiaoyuanzhao.com/46/8A/46D396AF83EACD2C6EA9878D6FD6B88A.jpg,inn_sfwsipvijfiy
f,北京,第四范式,4,False,1,False,400,300,图像数据实习生,04-27,intern,https://sxsimg.xiaoyuanzhao.com/5E/21/5E05DB0EE3760E16C9B0FC8277AA4221.png,inn_bzo1sgmslxgu
f,北京,凤凰金融,5,False,0,False,160,150,挖掘工程师（校招）,04-27,intern,https://sxsimg.xiaoyuanzhao.com/6E/78/6E4A7F4677EF4671EC249476F0C0B978.png,inn_yipxjvhuruym
f,北京,捷越联合,4,False,0,False,150,100,研发实习生（数据分析）,04-27,intern,https://sxsimg.xiaoyuanzhao.com/DC/B7/DC95FF9E63B780BC773E0803521C94B7.jpg,inn_uoa1ehpcamnt
f,",上海",盛大游戏,4,False,1,False,150,130,数据挖掘分析师,04-26,intern,https://sxsimg.xiaoyuanzhao.com/AA/42/AAD067DFD68A6B299226FFDB70BAB042.png,inn_hmrux7kjjgno
f,上海,爱奇艺,3,False,1,False,151,150,数据挖掘/统计实习生,04-25,intern,https://sxsimg.xiaoyuanzhao.com/D0/C4/D0602ABE3977821A6614929DD7B194C4.png,inn_zsnk75ucxbw8
f,北京,冰橙网络,5,False,0,False,500,300,数据分析,04-25,intern,https://sxsimg.xiaoyuanzhao.com/70/CB/706F47B22F43D8D7CE8FD4AE63588BCB.jpg,inn_qblyajvxa3ng
f,北京,百融金服,5,False,1,False,200,100,数据分析师岗位（实习生）,04-25,intern,https://sxsimg.xiaoyuanzhao.com/D6/13/D61E2DA7967E89AE41A5B85229665413.png,inn_zv24oupbigsn
f,北京,滴滴出行,5,False,1,False,300,200,数据分析实习生,04-24,intern,https://sxsimg.xiaoyuanzhao.com/CF/03/CF68C6D9B996C165F8281689193D7303.jpg,inn_9ugimlxhur4s
f,北京,金山云,3,False,0,False,200,160,数据挖掘算法工程师实习生,04-24,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-05/Y2b8iGHZhSNK549.jpg,inn_zwijwujpos96
f,北京,车音智能,5,False,1,False,150,120,数据处理实习生,04-23,intern,https://sxsimg.xiaoyuanzhao.com/E2/CA/E230227094197C54021BDA01D04C1ECA.jpg,inn_ln1xfvmxldoh
f,上海,慧士通,5,False,1,False,300,200,数据运维ERP工程师,04-23,intern,https://sxsimg.xiaoyuanzhao.com/3A/4B/3A53957EF4CAA4AD4D4C0C0AD5FB724B.png,inn_wc5qtvpzh2xg
f,北京,诺信创联,5,False,1,False,250,200,数据挖掘,04-23,intern,https://sxsimg.xiaoyuanzhao.com/AE/1F/AEB0C9317F6439436345A118DB93CF1F.png,inn_bdhiwomh0ppe
f,天津,数能科技,4,False,1,False,100,80,数据处理,04-22,intern,https://sxsimg.xiaoyuanzhao.com/94/FA/94613F47073144AD33EBF07C6D585EFA.png,inn_geqitsr4pqup
f,北京,大特e保,5,False,1,False,250,150,数据挖掘实习生,04-21,intern,https://sxsimg.xiaoyuanzhao.com/B4/12/B4118CB95D8DD06709DB95D2047D8712.png,inn_e5ezfykdu6dc
f,北京,字节跳动,4,False,1,False,400,200,数据挖掘算法实习生 - 国际化,04-20,intern,https://sxsimg.xiaoyuanzhao.com/10/66/10ADF1D25A48FB1F5F51F193D888FD66.png,inn_zmgypd14lwyd
f,上海,猎萝卜,5,False,1,False,400,350,数据挖掘工程师,04-18,intern,https://sxsimg.xiaoyuanzhao.com/8D/02/8D708C5D5999A265E1FBA2C83BB7D402.png,inn_rz0sj2kn3jzr
f,北京,今日头条,4,False,1,False,320,280,数据仓库与数据分析实习生,04-17,intern,https://sxsimg.xiaoyuanzhao.com/18/EE/185A6C480311D5C744CEBFCA03C6F1EE.png,inn_nxszdob7kzig
f,上海,施耐德电气,4,False,0,False,140,100,Digital Lab intern,04-16,intern,https://sxsimg.xiaoyuanzhao.com/26/AB/26AE0749A17C57B222F8FF59BC8FC9AB.jpg,inn_fy3ny1bq4ji9
f,上海,CAAD,3,False,1,False,150,100,数据助理,04-16,intern,https://sxsimg.xiaoyuanzhao.com/86/D7/86351A511E429A6D20198F63BB7E12D7.png,inn_ehuhchnpuaph
f,上海,汇纳科技,3,False,1,False,120,100,数据分析师实习生,04-16,intern,https://sxsimg.xiaoyuanzhao.com/A0/17/A095962D2D25F5881CC162E4CB82C317.png,inn_pjvcfd6rb8wu
f,北京,大通天成,5,False,1,False,149,100,大数据分析师,04-12,intern,https://sxsimg.xiaoyuanzhao.com/A1/1F/A17ECBDA6FD1A8CA37BFEA720E9B121F.jpg,inn_razdgj2o4aah
f,北京,多盟,4,False,1,False,260,200,广告算法实习生,04-11,intern,https://sxsimg.xiaoyuanzhao.com/4E/AD/4E52C5D234E88F6FDAD57277BF9073AD.png,inn_bh4vbcmxxmpa
f,北京,闪银奇异,4,False,1,False,500,300,机器学习工程师,04-09,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_jwvecb58zhje
f,上海,恺英网络,5,False,0,False,180,150,数据挖掘助理,04-08,intern,https://sxsimg.xiaoyuanzhao.com/15/67/155B5CD10930867D75B959BB71FCD867.png,inn_jhzrvtru9rkc
f,上海,博世,3,False,1,False,145,115,数据分析实习生(上海),04-03,intern,https://sxsimg.xiaoyuanzhao.com/64/0E/64451C5C8DDF405439D70C5E37472F0E.png,inn_weeecz7nkvmc
f,苏州,博世,3,False,1,False,145,115,数据分析师（苏州）,04-03,intern,https://sxsimg.xiaoyuanzhao.com/64/0E/64451C5C8DDF405439D70C5E37472F0E.png,inn_qoqdcfflvrle
f,上海,游族网络,5,False,1,False,280,160,大数据挖掘工程师 （2018校园）,04-02,intern,https://sxsimg.xiaoyuanzhao.com/BD/6D/BD305709F25F51F798C10D23A996616D.png,inn_46watgzrvqsg
f,北京,闪银奇异,4,False,1,False,400,200,机器学习工程师,04-02,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_eompzthyezcs
f,北京,融慧金科,4,False,1,False,200,170,金融数据挖掘/模型开发研究员,03-21,intern,https://sxsimg.xiaoyuanzhao.com/97/2F/970EEC7DFFBEEF2507334CE7EF26EA2F.png,inn_anzhwqttc5aj
f,上海,爱奇艺,4,False,0,False,250,180,数据挖掘/统计实习生,03-20,intern,https://sxsimg.xiaoyuanzhao.com/A6/59/A6119AB0F113C8CBB3893FD491E06859.jpg,inn_zcvyqx4r6sz7
f,上海,点融网,4,False,0,False,236,235,数据挖掘/机器学习实习生-SH2921,03-19,intern,https://sxsimg.xiaoyuanzhao.com/B9/DB/B9F3E7ED069F49DA90BB64AE29A49EDB.png,inn_qcynycohlori
f,北京,wecash,5,False,1,False,300,200,数据挖掘工程师,03-11,intern,https://sxsimg.xiaoyuanzhao.com/BC/F6/BCB86FBACD9CF17766497427C56C65F6.png,inn_2uyjzk2yaa4f
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_clxzfo1erjaz
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_ol0ldg2yupys
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_erd3pbcc5usx
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-06,intern,https://sxsimg.xiaoyuanzhao.com/D5/22/D5597487DD52585D711B87006801A922.png,inn_rz3rohior2yf
f,北京,天眼查,4,False,1,False,400,200,算法实习生（数据挖掘方向）,03-02,intern,https://sxsimg.xiaoyuanzhao.com/41/5C/411F42E3F0A7E9B66F4F95AFA81F455C.png,inn_4gzhqnqcwebx
f,"北京,上海",链家网,3,False,1,False,400,200,机器学习/数据挖掘工程师【实习岗】,03-01,intern,https://sxsimg.xiaoyuanzhao.com/4B/44/4B198EAACCA3631BD4423271A648FF44.png,inn_bktkqf8y1o6b
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,02-27,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_uxoebgtxgmg6
f,北京,北京众荟信息,4,False,0,False,300,200,数据挖掘实习生,02-24,intern,https://sxsimg.xiaoyuanzhao.com/88/6D/88D762D316E3B32143BFFC79A832346D.jpg,inn_ygcho6b0tilq
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,02-18,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_bpalmr6ezhvn
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,01-31,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_parhpjlsytt7
f,北京,百度,5,False,1,False,200,180,知识图谱部_数据挖掘工程师,01-26,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-46/abMfDO0gVXei8IU.jpg,inn_quis4cj9ykv0
f,北京,妙计旅行,5,False,1,False,240,140,数据挖掘实习生,01-15,intern,https://sxsimg.xiaoyuanzhao.com/02/D6/02931F467E11C55AF3B68DB6C9ECF9D6.jpg,inn_5mmrexob5ssv
f,北京,百度,5,False,1,False,200,150,百度数据挖掘工程师实习生,01-11,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-46/abMfDO0gVXei8IU.jpg,inn_geeynjrlrces
f,北京,Baca,4,False,1,False,370,350,数据挖掘实习生,01-08,intern,https://sxsimg.xiaoyuanzhao.com/E3/6E/E37F997BEEF1BC50994CFA4621149E6E.jpg,inn_he8hzd2sbhwb
f,北京,汽车之家,4,False,1,False,180,140,数据分析实习生,12-06,intern,https://sxsimg.xiaoyuanzhao.com/33/E9/33D79518F6083A88618BBC6951114BE9.png,inn_uhq3zjyak0qe
f,北京,志诺维Genowis,4,False,1,False,300,150,算法工程师（文本挖掘）,06-22,intern,https://www.sxsimg.com/4B/75/4B4C5E70316199F0FF1337E1EE3F1575.png,inn_1q83uuw1diir
